Age,Weight,Goal,Exercise,Title,Type,Equipment,Level,Rating,Desc
19,117.10390241192543,1,MetaBurn Alternating Dumbbell Sit-Through,MetaBurn Alternating Dumbbell Sit-Through,Strength,4,1,6.286607142857143,
19,62.905964447527424,1,Holman Crab Reach to Crab Kick,Holman Crab Reach to Crab Kick,Strength,2,1,6.286607142857143,
45,56.32358724043255,2,MetaBurn Side Plank Oblique Crunch,MetaBurn Side Plank Oblique Crunch,Strength,2,1,6.286607142857143,
40,103.9690147874835,1,Holman Towel Straight Plank Hand Reach,Holman Towel Straight Plank Hand Reach,Strength,2,1,6.286607142857143,
54,54.77747937478641,2,Side kick-through,Side kick-through,Strength,2,1,0.0,"The side kick-through is a full-body movement that involves isometric holds and moving the body through different ranges of motion, beginning in a bear crawl position. The difference between a side kick-through and a sit-through is that your butt stays off the ground throughout the entire rep. It is commonly performed in bodyweight circuits and animal-style flows, but can also work for reps on its own or as part of a dynamic warm-up or mobility sequence."
49,108.59552934921206,2,Kneeling cable crunch,Kneeling cable crunch,Strength,3,1,8.9,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher."
50,80.60353774500705,0,Captain's chair knee raise,Captain's chair knee raise,Strength,9,1,8.6,"The captain's chair knee raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training."
18,114.08595741043398,0,FYR Breakdancer,FYR Breakdancer,Strength,2,1,6.286607142857143,"The side kick-through is a full-body movement that involves isometric holds and moving the body through different ranges of motion, beginning in a bear crawl position. The difference between a side kick-through and a sit-through is that your butt stays off the ground throughout the entire rep. It is commonly performed in bodyweight circuits and animal-style flows, but can also work for reps on its own or as part of a dynamic warm-up or mobility sequence."
36,100.50730027853339,0,Butt-Ups,Butt-Ups,Strength,2,0,8.3,
19,92.72832669055703,0,HM Right Side Bird-Dog,HM Right Side Bird-Dog,Stretching,2,1,6.286607142857143,
43,116.4514757940436,1,Lying Leg Pullover,Lying Leg Pullover,Strength,4,1,6.286607142857143,
49,77.76545611364381,0,Side plank,Side plank,Strength,2,1,6.286607142857143,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout."
23,116.78608555777431,2,Alternating lying leg raise,Alternating lying leg raise,Strength,2,1,6.286607142857143,"The alternating lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
49,59.450089419484485,1,Bosu Ball Cable Crunch With Side Bends,Bosu Ball Cable Crunch With Side Bends,Strength,3,0,8.5,
21,83.8628459352689,0,Alternating Exercise Ball Knee Tucks - Gethin Variation,Alternating Exercise Ball Knee Tucks - Gethin Variation,Strength,5,1,6.286607142857143,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
28,68.89378556745365,2,Medicine ball twist,Medicine ball twist,Strength,8,1,6.286607142857143,"The medicine ball twist is an exercise targeting the abdominal muscles, particularly the obliques. It is similar in many ways to a Russian twist exercise. The ball is held tight to the chest throughout the movement, and then the torso is rotated from side to side for the desired number of reps or a set amount of time."
34,87.78899452357354,1,MetaBurn Alternating Toe-Touch,MetaBurn Alternating Toe-Touch,Strength,2,1,6.286607142857143,
55,61.340971452410926,1,Hanging Leg Raises,Hanging Leg Raises,Strength,2,1,6.286607142857143,
41,108.90707622170304,0,Feet-elevated plank on ball,Feet-elevated plank on ball,Strength,5,1,6.286607142857143,"The feet-elevated plank is a variation on the straight-arm plank, a bodyweight standard. The feet are elevated on a ball to align the body parallel to the floor and provide a greater stabilization challenge. This makes it more difficult than straight-arm planks on the floor, but also puts more emphasis on the shoulder muscles. It is often used as a shoulder and core warm-up, or as a burnout movement for a chest or shoulder workout."
22,109.248549452019,1,Holman Weighted Kneeling Lift,Holman Weighted Kneeling Lift,Strength,9,1,6.286607142857143,
51,116.86654189064353,2,30 V-Up,30 V-Up,Strength,2,1,6.286607142857143,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout."
23,60.82704986182654,1,Holman Hand-Elevated Walk-Over Push-Up,Holman Hand-Elevated Walk-Over Push-Up,Strength,2,1,6.286607142857143,
39,93.63327856334935,2,Bent-knee Copenhagen hip adduction,Bent-knee Copenhagen hip adduction,Strength,2,1,6.286607142857143,"The bent-knee Copenhagen hip adduction is an advanced exercise that combines the isometric stabilization of the Copenhagen plank with dynamic adductions to challenge the core stabilizers and adductors. This exercise targets the same muscles as the side plank, including the obliques, shoulders, and lateral hips, but places extra emphasis on the adductors and is more difficult than side planks on the floor. Most lifters will need to progress to this version after mastering the basic side plank or Copenhagen plank first."
28,83.19661160902587,1,Holman Weighted Pike,Holman Weighted Pike,Strength,9,1,6.286607142857143,
33,74.10686124309632,0,FYR2 Dumbbell Crab Reach,FYR2 Dumbbell Crab Reach,Strength,4,1,6.286607142857143,
50,74.60781127939532,2,Tyler Holt Cable Torso Twist,Tyler Holt Cable Torso Twist,Strength,3,1,6.286607142857143,
26,78.89554854247265,1,Ab bicycle,Ab bicycle,Strength,2,1,8.8,"The ab bicycle is a bodyweight movement that targets the muscles of the abs, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout."
23,99.34478847822672,1,Sit-up with single-arm overhand throw,Sit-up with single-arm overhand throw,Plyometrics,8,1,0.0,"The sit-up with single-arm overhand throw is an exercise targeting the core muscles, but the inclusion of the throw also brings in other upper-body muscles. When you come to the top of the sit-up position, you throw a medicine ball using one arm to a partner who then throws it right back to you to be caught with both hands. It can be performed for time or reps as part of the ab-focused portion of any workout."
33,91.88002407877082,1,Lunge with overhead reach,Lunge with overhead reach,Strength,2,1,6.286607142857143,The lunge with overhead reach is a full-body bodyweight movement targeting the quads and shoulders. It has both strength and mobility benefits and can be performed one leg at a time or alternating for time or for reps.
46,82.17770589327918,2,Parallel bars leg raise,Parallel bars leg raise,Strength,2,1,6.286607142857143,"The parallel bars leg raise is a bodyweight exercise that targets the abs. It is performed on parallel bars, starting in the top position of a dip. Leg raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training. However, this difficult variation may require some time to build up to those rep ranges."
20,55.315338725873545,2,UNS Foam Roll Lats,UNS Foam Roll Lats,Strength,2,1,6.286607142857143,
37,55.443574085527,2,Holman Alternating Slow L-Raise,Holman Alternating Slow L-Raise,Strength,2,1,6.286607142857143,
53,50.16375734380448,0,Janda Sit-Up,Janda Sit-Up,Strength,2,0,7.4,
36,117.73895717449605,0,30 Medicine Ball Slam,30 Medicine Ball Slam,Strength,8,1,6.286607142857143,"The medicine ball slam is an explosive exercise for developing power, strength, and speed. Muscles worked include the abdominals, legs, triceps, shoulders, and lats. The slams are usually done in rapid succession to complete one set. It can also be a component of a power or athleticism-focused circuit workout."
43,50.36776729908694,2,30 Cable Reverse Crunch On Ball,30 Cable Reverse Crunch On Ball,Strength,3,1,6.286607142857143,"The cable reverse crunch on a BOSU is performed on top of a BOSU ball between two cable pulleys, which helps target the lower abdominals specifically and is more proprioceptively challenging than a cable reverse crunch on the floor."
20,57.21656222096214,1,Kettlebell Pass Between The Legs,Kettlebell Pass Between The Legs,Strength,6,0,7.3,
36,72.02175897665876,0,Partner lying leg raise with lateral throw down,Partner lying leg raise with lateral throw down,Strength,2,0,0.0,The partner lying leg raise with lateral throw down is a core exercise in which one partner performs a leg raise while the other partner pushes their legs back down at a lateral angle. The partner performing the exercise has to use core strength and stability to keep their legs from falling to the ground.
37,106.52011762717328,2,Barbell Side Bend,Barbell Side Bend,Strength,1,0,7.0,
49,117.34691500348823,1,Suitcase crunch,Suitcase crunch,Strength,9,1,0.0,"The suitcase crunch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a V-up, but the lower back stays flat against the ground. It can be performed for time or reps in the ab-focused portion of any workout."
24,105.30094911542992,0,Holman Right Hip Drop Push-Up,Holman Right Hip Drop Push-Up,Strength,2,1,6.286607142857143,
58,98.33921627119484,1,Holman Feet-Elevated Straight Plank Pike Pull,Holman Feet-Elevated Straight Plank Pike Pull,Strength,2,1,6.286607142857143,
50,86.49104671894986,1,Holman Hand-Elevated Walk-Over Push-Up,Holman Hand-Elevated Walk-Over Push-Up,Strength,2,1,6.286607142857143,
57,56.06936483035285,1,Full moon-,Full moon-,Strength,2,1,6.286607142857143,"The full moon is a bodyweight exercise targeting the muscles of the abs. It is similar to a V-up, but with the added challenge of “drawing” a circle shape in the air during each rep. It can be performed for time or reps in the core-focused portion of any workout."
56,117.07195551027513,1,FYR2 Half-Moon,FYR2 Half-Moon,Strength,2,1,6.286607142857143,
35,103.0874689761977,0,Holman Right Hand Left Foot Sleeping Crab,Holman Right Hand Left Foot Sleeping Crab,Strength,2,1,6.286607142857143,
57,94.72645697339833,0,AM Ball Crunch,AM Ball Crunch,Strength,5,1,6.286607142857143,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps."
18,103.13250918771949,0,Long sit-up,Long sit-up,Strength,2,1,6.286607142857143,"The long sit-up is an advanced version of the sit-up exercise that is performed with the hands reaching over the head. This lengthens the torso, making it harder for the abs to contract and lift the upper body. Long sit-ups can be performed for time or for reps, with the feet anchored or free."
28,100.6872330491197,2,Suitcase crunch,Suitcase crunch,Strength,9,1,0.0,"The suitcase crunch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a V-up, but the lower back stays flat against the ground. It can be performed for time or reps in the ab-focused portion of any workout."
45,94.60621058526408,0,Holman Squat Pulse to Plyometric Jump,Holman Squat Pulse to Plyometric Jump,Strength,2,1,6.286607142857143,
42,118.64037601259918,1,Frog kick,Frog kick,Strength,2,1,6.286607142857143,"The frog kick is an explosive bodyweight movement that involves hopping the rear legs up and forward from a straight-arm plank position. It targets the legs, core, and shoulders, but is also a high-intensity conditioning movement that will raise core body temperature and burn serious calories. It can be performed for time or reps as part of any athleticism-focused or fat-loss circuit or workout."
40,113.23546688452174,0,Holman Left Leg 7-Up Crunch,Holman Left Leg 7-Up Crunch,Strength,2,1,6.286607142857143,
48,95.26654433820144,1,Holman Alternating Crab Flip to Froggy Push-Up,Holman Alternating Crab Flip to Froggy Push-Up,Strength,2,1,6.286607142857143,
47,98.52226480198473,2,HM Side-Plank with Kick,HM Side-Plank with Kick,Strength,2,1,6.286607142857143,
59,53.6117064661097,1,Plank up-down,Plank up-down,Strength,2,1,6.286607142857143,"The plank up-down is a variation of the plank push-up that ends in an elbow plank rather than with the chest on the ground. It involves transitioning between the two positions one arm at a time, rather than two. It puts more stress on the triceps and core than traditional planks. It can be performed for time or reps in any bodyweight workout or during the core-focused portion of any workout."
52,96.89422251850274,1,Holman Hovering Panther Core Stabilizer,Holman Hovering Panther Core Stabilizer,Strength,2,1,6.286607142857143,
24,53.09158063970701,1,FYR2 Air Ball,FYR2 Air Ball,Strength,5,1,6.286607142857143,
33,91.17846298789517,2,Seated Scissor Kick,Seated Scissor Kick,Strength,2,1,0.0,
43,119.95474496960844,0,Hanging leg raise with throw down,Hanging leg raise with throw down,Strength,2,0,0.0,"The hanging leg raise with throw down is a more advanced version of the hanging knee raise that utilizes a partner to make the movement more difficult. The partner pushes down at the top of each rep, forcing the lifter to ""fight back"" with their abs."
19,88.90646070060257,0,Holman Feet-Elevated Up-Down Plank,Holman Feet-Elevated Up-Down Plank,Strength,2,1,6.286607142857143,
18,83.12470826569333,2,Barbell Side Bend,Barbell Side Bend,Strength,1,0,7.0,
29,71.89983995539113,1,Feet-elevated oblique crunch,Feet-elevated oblique crunch,Strength,2,1,8.3,"The feet-elevated oblique crunch is a variation on the crunch exercise that targets the obliques as well as the rectus abdominis or ""six-pack"" muscles. Resting the feet on a bench takes some of the hip flexor activation out of the movement, focusing the stress more on the abs."
22,58.43658051505251,0,UNS Quadruped thoracic rotation,UNS Quadruped thoracic rotation,Strength,2,1,6.286607142857143,
54,101.17165700207971,2,Weighted Sit-Ups - With Bands,Weighted Sit-Ups - With Bands,Strength,9,1,8.0,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs."
49,63.48193194499413,0,Taylor Single-Arm Kettlebell Swing,Taylor Single-Arm Kettlebell Swing,Strength,6,1,6.286607142857143,
26,58.069741487309905,2,Holman Ninja Knee Hill Climber,Holman Ninja Knee Hill Climber,Strength,2,1,6.286607142857143,
58,79.52338618113588,1,BOSU cross-body crunch,BOSU cross-body crunch,Strength,5,1,6.286607142857143,"The BOSU cross-body crunch is a dynamic abdominal exercise performed on a BOSU ball or other stability training device. It targets several of the muscles in the core, including the obliques and the rectus abdominis or ""six-pack"" muscles. It is usually performed in alternating reps, either for time or a number of reps, as part of an ab-focused workout or a circuit involving body weight or the BOSU ball."
52,105.67392865713683,0,Barbell floor wiper,Barbell floor wiper,Strength,2,1,6.286607142857143,"The barbell floor wiper is a core exercise in which the barbell is held in the locked-out position of a floor press, and the hips and legs are rotated side to side. It targets the oblique muscles of the lateral abdomen, but is also seriously challenging to the deep core and rectus abdominis or ""six-pack"" muscles."
36,102.15451836841542,2,Bent-Over Reverse Cable Fly,Bent-Over Reverse Cable Fly,Strength,3,1,6.286607142857143,
33,53.84178302525324,0,Holman Straight Plank Squat Thrust,Holman Straight Plank Squat Thrust,Strength,2,1,6.286607142857143,
20,81.86005795253092,0,Weighted Sit-Ups - With Bands,Weighted Sit-Ups - With Bands,Strength,9,1,8.0,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs."
37,86.57042032498182,0,Medicine ball rotational throw,Medicine ball rotational throw,Strength,8,1,0.0,"The medicine ball rotational throw is an explosive exercise targeting the abdominals, including the obliques, as well as the hips and upper back. It involves standing sideways to the wall and twisting the torso to hurl a medicine ball into the wall, then catching the ball on the ricochet. It can be performed for lower reps with a focus on power, or for higher reps with a focus on fat loss and conditioning."
41,95.11826554380755,0,Cable lying twist on ball,Cable lying twist on ball,Strength,3,1,6.286607142857143,The cable lying twist on ball is an exercise targeting the core and obliques with the added challenge of stability to keep from losing position on the unstable surface.
50,95.51171453102597,2,Cable Seated Crunch,Cable Seated Crunch,Strength,3,0,7.7,
41,75.52880746201141,1,Sumo Squat Pulse,Sumo Squat Pulse,Strength,2,1,6.286607142857143,
28,89.24740358024599,2,FYR Bear Crawl Shoulder Tap,FYR Bear Crawl Shoulder Tap,Strength,2,1,6.286607142857143,"The bear crawl shoulder tap is a variation of the bear crawl that involves touching the opposing shoulder while in a static bear crawl hold. It adds an extra coordination and core challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow."
25,83.67433186908605,2,FYR Banded Plank Jack,FYR Banded Plank Jack,Strength,0,1,6.286607142857143,"The banded plank jack is a variation on the plank that involves moving the legs in and out for repetitions. Having a band around the thighs forces the lower body to work harder, particularly the hips and glutes. The plank jack is commonly performed as part of a bodyweight circuit, or as part of a dynamic warm-up."
53,111.94988495662967,2,Kettlebell swing,Kettlebell swing,Strength,6,1,6.286607142857143,"The kettlebell swing is a popular lower-body exercise emphasizing the hamstrings, glutes, and back muscles. It is often used to train explosive power, for aerobic or cardiovascular conditioning, in circuit training, or as an accessory movement for the deadlift."
55,87.11855928444301,1,Decline leg lift,Decline leg lift,Strength,2,1,6.286607142857143,"The decline leg lift is a popular bodyweight core exercise targeting the rectus abdominis or ""six-pack"" muscles, particularly the lower abs. It can be performed for time or for reps as part of the core-focused portion of any workout or circuit."
57,80.87225132237131,0,Stick Twist,Stick Twist,Strength,9,1,6.286607142857143,
37,78.31398147772956,0,Holman Left Leg 7-Up Crunch,Holman Left Leg 7-Up Crunch,Strength,2,1,6.286607142857143,
52,90.0699431603426,0,Holman Elbow Plank to Stacked Plank Hip Drop,Holman Elbow Plank to Stacked Plank Hip Drop,Strength,2,1,6.286607142857143,
42,106.27838855806283,1,Holman Towel Hill Climber,Holman Towel Hill Climber,Strength,2,1,6.286607142857143,
52,87.68810432665512,0,Holman Boat with Feet Push-Out and Overhead Press,Holman Boat with Feet Push-Out and Overhead Press,Strength,4,1,6.286607142857143,
42,96.31586225563791,1,HM Side V-Up,HM Side V-Up,Strength,2,1,6.286607142857143,
46,101.64990368345676,0,Holman Right Hand Left Foot Sleeping Crab,Holman Right Hand Left Foot Sleeping Crab,Strength,2,1,6.286607142857143,
35,86.41176769151123,0,Side lunge cross-body heel-touch,Side lunge cross-body heel-touch,Strength,2,1,6.286607142857143,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge."
35,79.8771939658405,2,Partner lying leg raise with lateral throw down,Partner lying leg raise with lateral throw down,Strength,2,0,0.0,The partner lying leg raise with lateral throw down is a core exercise in which one partner performs a leg raise while the other partner pushes their legs back down at a lateral angle. The partner performing the exercise has to use core strength and stability to keep their legs from falling to the ground.
19,111.36657645037147,1,Seated Scissor Kick,Seated Scissor Kick,Strength,2,1,0.0,
52,79.22542588195245,2,Holman Elbow Plank to Alternating Side Plank Crunch,Holman Elbow Plank to Alternating Side Plank Crunch,Strength,2,1,6.286607142857143,
33,82.33599954029114,2,Cross-Body Crunch - Gethin Variation,Cross-Body Crunch - Gethin Variation,Strength,2,1,6.286607142857143,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout."
58,119.3238919339244,2,Dumbbell Fix Dumbbell Sit-Up,Dumbbell Fix Dumbbell Sit-Up,Strength,4,1,6.286607142857143,
53,50.01662665031192,1,Holman Towel Reverse Plank Alternating Heel Pull-in,Holman Towel Reverse Plank Alternating Heel Pull-in,Strength,9,1,6.286607142857143,
50,62.983103670370575,1,Dumbbell crusher,Dumbbell crusher,Strength,4,1,6.286607142857143,"The dumbbell crusher is a dumbbell complex that combines a squat with a dumbbell curl, followed by a triceps press. It targets the legs, glutes, biceps, shoulders, and triceps in a single sequence, making it a great way to burn serious calories and hit a lot of muscles in a short period of time. The upper-body movements will determine the amount of weight you can effectively use."
21,76.8774722943808,0,Exercise Ball Knee Tuck - Gethin Varation,Exercise Ball Knee Tuck - Gethin Varation,Strength,5,1,6.286607142857143,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
50,115.2812936597677,2,Active hang from bar,Active hang from bar,Strength,2,1,6.286607142857143,"The active hang from bar is a static exercise that involves isometrically squeezing the shoulders into the sockets and activating the muscles of the upper back and core. It can be used to improve pull-up form or to do more pull-ups, but also has postural and shoulder health benefits."
31,54.90207940232297,0,Dumbbell Fix Dumbbell Sprawl,Dumbbell Fix Dumbbell Sprawl,Strength,4,1,6.286607142857143,
38,50.663980353994866,2,Dumbbell hollow-body floor press,Dumbbell hollow-body floor press,Strength,4,1,6.286607142857143,The dumbbell hollow-body floor press combines upper-body strength and core work in one move.
37,53.687868518406,1,MetaBurn Psycho Crunch,MetaBurn Psycho Crunch,Strength,2,1,6.286607142857143,
25,56.19803874295327,1,Holman Towel Reverse Plank Jack,Holman Towel Reverse Plank Jack,Strength,2,1,6.286607142857143,
24,52.63177412443826,1,Holman Elbow Plank to Alternating Side Plank Crunch,Holman Elbow Plank to Alternating Side Plank Crunch,Strength,2,1,6.286607142857143,
20,83.58469287995533,2,FYR Rope Jumping,FYR Rope Jumping,Strength,9,1,6.286607142857143,"Jumping rope is classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance."
34,90.65300450591295,1,UNS Pec stretch,UNS Pec stretch,Strength,2,1,6.286607142857143,
50,69.01808797483028,2,Holman Hips-Up Weighted Pull-Over,Holman Hips-Up Weighted Pull-Over,Strength,9,1,6.286607142857143,
29,77.88011687829449,0,AM Decline Abs,AM Decline Abs,Strength,2,1,6.286607142857143,"The decline sit-up is a core exercise that works the iliopsoas, quads, hip flexors, and adductors. The rectus abdominis and obliques are the stabilizers in this movement."
39,56.41895345780011,2,Decline plate sit-up twist,Decline plate sit-up twist,Strength,9,1,6.286607142857143,"The decline plate sit-up twist is a weighted core exercise that works the obliques and rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout."
39,73.54593246798954,0,ACFT Hanging leg tuck,ACFT Hanging leg tuck,Strength,2,1,6.286607142857143,"The hanging leg tuck is an exercise targeting the entire body, including the arms, upper back, abs, and hip flexors. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It is performe while hanging from a bar and combines elements of a pull-up with a leg raise. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps."
47,86.57634341441661,2,30 Barbell Floor Wiper,30 Barbell Floor Wiper,Strength,1,1,6.286607142857143,"The barbell floor wiper is a core exercise in which the barbell is held in the locked-out position of a floor press, and the hips and legs are rotated side to side. It targets the oblique muscles of the lateral abdomen, but is also seriously challenging to the deep core and rectus abdominis or ""six-pack"" muscles."
55,101.25902650292517,0,Smith machine straight-legged hip raise,Smith machine straight-legged hip raise,Strength,7,1,8.0,"The Smith machine straight-legged hip raise is an exercise targeting the abdominal muscles. Because of the potential awkwardness of getting into position, it is usually performed for moderate to high reps, such as 8-12 reps per set or more. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling."
55,50.234245343008546,1,Holman Right Hip Drop Push-Up,Holman Right Hip Drop Push-Up,Strength,2,1,6.286607142857143,
25,82.71175365763568,0,Holman Straight Plank Jack,Holman Straight Plank Jack,Strength,2,1,6.286607142857143,
44,70.79020135184176,1,30 Cable Rope Crunch,30 Cable Rope Crunch,Strength,3,1,6.286607142857143,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher."
44,109.69752751843309,1,Decline kayak,Decline kayak,Strength,2,1,6.286607142857143,"The decline kayak is a core exercise targeting the obliques. It involves making a paddling motion on a decline bench with the feet anchored, using a bar or pipe for weight. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the ab-focused portion of a workout or circuit."
51,100.08873206639694,0,HM Low Lunge With External Twist And Arm Reach,HM Low Lunge With External Twist And Arm Reach,Strength,2,1,6.286607142857143,
38,91.23759741296263,2,Spider crawl,Spider crawl,Strength,2,1,9.2,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning."
47,69.40859519877415,2,Full Moon,Full Moon,Strength,2,0,0.0,
50,113.72373714402741,2,Holman Boat with Weighted Cross Punch,Holman Boat with Weighted Cross Punch,Strength,9,1,6.286607142857143,
45,53.157047405422624,2,Standing cable crunch,Standing cable crunch,Strength,3,1,8.6,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher."
50,57.66273190753806,2,Holman Froggy Push-Up,Holman Froggy Push-Up,Strength,2,1,6.286607142857143,
22,77.41410983782492,1,Single-arm bent-over rear delt fly,Single-arm bent-over rear delt fly,Strength,9,1,6.286607142857143,"The single-arm bent-over rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout."
36,58.71062901077995,2,FYR2 Fire Feet with Burpee Tuck Jump Drill,FYR2 Fire Feet with Burpee Tuck Jump Drill,Strength,2,1,6.286607142857143,
21,116.94909882915975,1,Holman Squat Pulse to Plyometric Jump,Holman Squat Pulse to Plyometric Jump,Strength,2,1,6.286607142857143,
52,105.85925255003684,1,30 Cable Reverse Crunch On Ball,30 Cable Reverse Crunch On Ball,Strength,3,1,6.286607142857143,"The cable reverse crunch on a BOSU is performed on top of a BOSU ball between two cable pulleys, which helps target the lower abdominals specifically and is more proprioceptively challenging than a cable reverse crunch on the floor."
34,68.12878561212696,1,Parallel bars leg raise,Parallel bars leg raise,Strength,2,1,6.286607142857143,"The parallel bars leg raise is a bodyweight exercise that targets the abs. It is performed on parallel bars, starting in the top position of a dip. Leg raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training. However, this difficult variation may require some time to build up to those rep ranges."
45,91.19879602812718,0,Holman Weighted Left Side Diagonal Pike,Holman Weighted Left Side Diagonal Pike,Strength,9,1,6.286607142857143,
47,118.76313605560571,0,Bird dog-,Bird dog-,Strength,2,1,6.286607142857143,"The bird dog is a core exercise designed to help strengthen and stabilize the posterior chain. It involves lifting an opposite-side arm and leg while in a bent-leg tabletop position. It is most commonly performed as part of a dynamic warm-up, or for mobility and muscle activation anytime."
46,111.8939284692052,1,Holman Boat Pull-Over,Holman Boat Pull-Over,Strength,2,1,6.286607142857143,
23,92.05589125095386,0,FYR2 Double-Kettlebell Ski,FYR2 Double-Kettlebell Ski,Strength,6,1,6.286607142857143,
52,113.26067770226894,2,Dumbbell Crunch - Gethin Variation,Dumbbell Crunch - Gethin Variation,Strength,4,1,6.286607142857143,"The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training."
58,119.24294368693512,2,Holman Elbow Plank Ninja,Holman Elbow Plank Ninja,Strength,2,1,6.286607142857143,
54,102.03469760255369,1,Exercise Ball Pull-In,Exercise Ball Pull-In,Strength,5,1,8.9,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
41,54.54904866380258,2,Bench barbell roll-out,Bench barbell roll-out,Strength,1,0,8.3,"The bench barbell roll-out is a challenging exercise targeting the abdominals. It is similar to using an ab roller, but using a barbell allows for a wider grip. Placing the knees on a bench rather than the floor makes the move more difficult by increasing the challenge to the upper body."
46,78.11061654978413,1,Holman Ninja Knee Hill Climber,Holman Ninja Knee Hill Climber,Strength,2,1,6.286607142857143,
48,108.64780146982719,1,Holman Single-Leg Right Pike,Holman Single-Leg Right Pike,Strength,2,1,6.286607142857143,
52,66.13984370635133,2,HM Reverse Crunch with Frisbee,HM Reverse Crunch with Frisbee,Strength,2,1,6.286607142857143,
